customer_id,customer_name,phone,address_area,main_branch,first_order_date,last_order_date,total_orders,total_spent,recency_days,R_score,F_score,M_score,RFM_Score
3212,مصطفى النجار,1078502989,مكرم عبيد,Nasr City,2025-02-13,2025-02-13,1,801,77,2,2,2,222
4740,مصطفى الهواري,1277791307,الحي الثالث,Zayed,2025-01-15,2025-04-08,2,1819,23,4,4,4,444
2839,سامي عبدالسلام,1289508146,الميرغني,Heliopolis,2025-04-07,2025-04-07,1,2070,24,4,2,5,425
2828,حسين الصاوي,1095225865,كمبوند بيفرلي هيلز,Zayed,2025-03-10,2025-03-10,1,857,52,3,2,2,322
2874,يوسف حجازي,1177447918,روكسي,Heliopolis,2025-02-19,2025-04-14,2,1032,17,4,4,3,443
3675,عبدالله عبدالله,1133065935,زهراء المعادي,Maadi,2025-03-21,2025-03-21,1,492,41,3,2,1,321
2107,عبدالله عطية,1157318239,شارع الطيران,Nasr City,2025-02-24,2025-03-11,2,1953,51,3,4,5,345
4432,زياد النجار,1060228941,الحي السابع,October,2025-01-09,2025-01-09,1,932,112,1,2,3,123
4902,أحمد جمال,1125899607,الميرغني,Heliopolis,2025-01-17,2025-01-21,2,1313,100,1,4,4,144
1756,محمد سيد,1268362139,روكسي,Heliopolis,2025-04-25,2025-04-25,1,698,6,5,2,2,522
4532,يوسف سالم,1013085040,الحي الخامس,October,2025-02-28,2025-02-28,1,454,62,2,2,1,221
3858,ياسين عطية,1016238298,عباس العقاد,Nasr City,2025-03-19,2025-03-19,1,271,43,3,2,1,321
3679,كريم الهواري,1166165333,الحي الرابع,Zayed,2025-02-21,2025-02-21,1,1256,69,2,2,3,223
4343,عبدالله سالم,1171145795,المعادي الجديدة,Maadi,2025-01-24,2025-04-21,2,781,10,5,4,2,542
1406,خالد عادل,1186987792,النزهة,Heliopolis,2025-02-04,2025-02-04,1,226,86,1,2,1,121
1324,يوسف سيد,1059556534,الحي السابع,October,2025-02-28,2025-04-04,2,1676,27,4,4,4,444
4276,كريم عبدالله,1276558814,هليوبوليس سكوير,Heliopolis,2025-04-01,2025-04-01,1,631,30,4,2,2,422
3571,كريم سيد,1147994003,شارع 9,Maadi,2025-01-31,2025-04-23,3,2792,8,5,5,5,555
1704,يوسف النجار,1222874023,الحي السابع,October,2025-03-29,2025-03-29,1,676,33,4,2,2,422
3710,زياد عبدالسلام,1167523832,شارع 9,Maadi,2025-04-21,2025-04-21,1,972,10,5,2,3,523
1452,محمود النجار,1166823841,كمبوند بيفرلي هيلز,Zayed,2025-02-16,2025-02-16,1,540,74,2,2,1,221
4770,شريف جمال,1224780486,النزهة,Heliopolis,2025-02-21,2025-02-21,1,1114,69,2,2,3,223
1191,محمد جمال,1096295347,هليوبوليس سكوير,Heliopolis,2025-03-03,2025-03-03,1,1041,59,2,2,3,223
1254,وليد عبدالسلام,1292097523,المنطقة السادسة,Nasr City,2025-03-04,2025-03-13,2,1093,49,3,4,3,343
3813,مصطفى عبدالسلام,1067787378,المنطقة السادسة,Nasr City,2025-02-25,2025-02-25,1,915,65,2,2,3,223
3643,إبراهيم فتحي,1283925914,المعادي الجديدة,Maadi,2025-03-01,2025-03-01,1,240,61,2,2,1,221
1572,رامي عادل,1281042191,الميرغني,Heliopolis,2025-01-14,2025-04-13,2,753,18,4,4,2,442
1364,سامي سالم,1135847997,الحي السابع,October,2025-01-08,2025-05-01,2,716,0,5,4,2,542
3142,خالد منصور,1015321392,الحي الأول,Zayed,2025-01-04,2025-02-11,2,1516,79,2,4,4,244
2132,خالد الشاذلي,1214068509,عباس العقاد,Nasr City,2025-02-13,2025-02-13,1,1071,77,2,2,3,223
1298,كريم حجازي,1283465365,كمبوند بيفرلي هيلز,Zayed,2025-01-07,2025-01-28,2,2103,93,1,4,5,145
4968,وليد عبدالسلام,1233250941,الحي الأول,Zayed,2025-02-12,2025-02-12,1,655,78,2,2,2,222
4427,حسين سيد,1176456043,شارع 9,Maadi,2025-02-10,2025-04-14,3,1106,17,4,5,3,453
3608,ياسين الشريف,1277691849,الحي الأول,Zayed,2025-04-10,2025-04-10,1,859,21,4,2,2,422
3820,أحمد حجازي,1061422471,النزهة,Heliopolis,2025-02-04,2025-02-04,1,903,86,1,2,2,122
2569,حسين سالم,1230316116,الحي الأول,Zayed,2025-03-17,2025-04-04,2,1439,27,4,4,4,444
3634,عبدالله الشاذلي,1298892767,الحي الخامس,October,2025-01-31,2025-02-03,2,2042,87,1,4,5,145
4621,حمزة الشمري,1166689563,زهراء المعادي,Maadi,2025-01-08,2025-01-08,1,890,113,1,2,2,122
1869,زياد الشاذلي,1146042765,زايد 2,October,2025-01-02,2025-01-02,1,786,119,1,2,2,122
3490,كريم عبدالله,1081155439,الحي السابع,October,2025-05-01,2025-05-01,1,484,0,5,2,1,521
1049,طارق الصاوي,1119182335,ميدان الحصري,October,2025-01-04,2025-01-04,1,511,117,1,2,1,121
4844,عبدالله عطية,1189711636,زهراء المعادي,Maadi,2025-02-12,2025-02-12,1,1202,78,2,2,3,223
1265,عبدالله عبدالرحمن,1221175677,المنطقة السادسة,Nasr City,2025-02-26,2025-04-19,3,2876,12,5,5,5,555
2180,محمد الصاوي,1244367621,شارع الطيران,Nasr City,2025-03-13,2025-03-13,1,539,49,3,2,1,321
1889,محمود منصور,1061828701,ميدان الحصري,October,2025-02-01,2025-02-01,1,495,89,1,2,1,121
4327,عمر عطية,1099249401,زهراء المعادي,Maadi,2025-03-30,2025-04-25,2,1619,6,5,4,4,544
1345,محمود عبدالله,1022709629,المعادي الجديدة,Maadi,2025-04-13,2025-04-13,1,442,18,4,2,1,421
3449,شريف عبدالسلام,1050497022,الحي الأول,Zayed,2025-02-20,2025-04-25,2,1276,6,5,4,3,543
2188,إبراهيم الهواري,1011500310,الحي الأول,Zayed,2025-02-20,2025-02-20,1,617,70,2,2,2,222
2898,سيف فتحي,1118308600,عباس العقاد,Nasr City,2025-01-01,2025-02-18,3,1889,72,2,5,5,255
1192,شريف الشاذلي,1257200821,زايد 2,October,2025-03-01,2025-03-01,1,977,61,2,2,3,223
1771,حمزة الصاوي,1217607714,زهراء المعادي,Maadi,2025-04-26,2025-04-28,2,960,3,5,4,3,543
3612,طارق حسن,1055166528,هليوبوليس سكوير,Heliopolis,2025-02-05,2025-02-05,1,1531,85,2,2,4,224
2446,طارق منصور,1028026898,كمبوند بيفرلي هيلز,Zayed,2025-01-31,2025-02-03,2,1609,87,1,4,4,144
3613,سيف فتحي,1245107371,الميرغني,Heliopolis,2025-01-22,2025-01-31,4,2473,90,1,5,5,155
4078,وليد النجار,1024783608,الحي الثالث,Zayed,2025-03-26,2025-03-26,1,607,36,3,2,1,321
2242,حمزة الصاوي,1273847163,الحي الرابع,Zayed,2025-01-20,2025-01-20,1,1130,101,1,2,3,123
3595,عمر الشاذلي,1243069361,الحي السابع,October,2025-03-29,2025-03-29,1,840,33,4,2,2,422
1676,يوسف عطية,1150272598,الميرغني,Heliopolis,2025-02-12,2025-02-12,1,437,78,2,2,1,221
4008,زياد سالم,1037664739,النزهة,Heliopolis,2025-02-11,2025-02-11,1,1748,79,2,2,4,224
3980,إبراهيم جمال,1044311757,شارع الطيران,Nasr City,2025-03-02,2025-04-04,3,1414,27,4,5,4,454
3455,وليد الشمري,1083592439,شارع 9,Maadi,2025-01-13,2025-02-21,2,1659,69,2,4,4,244
2118,رامي عبدالسلام,1063325210,الحي الأول,Zayed,2025-01-30,2025-01-30,1,760,91,1,2,2,122
3372,شريف الشريف,1168033112,النزهة,Heliopolis,2025-01-16,2025-02-28,3,3609,62,2,5,5,255
1655,زياد الشمري,1196788698,المعادي الجديدة,Maadi,2025-04-23,2025-04-23,1,856,8,5,2,2,522
1024,حمزة الشاذلي,1073407272,شارع الطيران,Nasr City,2025-01-24,2025-01-24,1,286,97,1,2,1,121
2986,يوسف عبدالسلام,1286578064,المعادي الجديدة,Maadi,2025-01-11,2025-01-28,2,1353,93,1,4,4,144
4481,إبراهيم عبدالرحمن,1022478606,الحي الرابع,Zayed,2025-05-01,2025-05-01,1,638,0,5,2,2,522
4677,عمر حجازي,1066801019,المنطقة السادسة,Nasr City,2025-03-01,2025-03-01,1,497,61,2,2,1,221
3627,حمزة فتحي,1039134276,هليوبوليس سكوير,Heliopolis,2025-02-06,2025-04-03,3,2647,28,4,5,5,455
1102,محمد حجازي,1092682686,شارع الطيران,Nasr City,2025-03-29,2025-03-29,1,728,33,4,2,2,422
1765,ياسين سيد,1172423948,ميدان الحصري,October,2025-03-22,2025-04-21,3,2504,10,5,5,5,555
1457,سيف فتحي,1157588005,الحي السابع,October,2025-01-09,2025-04-27,3,2879,4,5,5,5,555
4780,سيف الهواري,1288826760,النزهة,Heliopolis,2025-01-26,2025-04-13,3,3268,18,4,5,5,455
4582,يوسف عبدالرحمن,1093798063,شارع الطيران,Nasr City,2025-03-06,2025-04-05,2,2077,26,4,4,5,445
3518,رامي عبدالله,1237149235,المنطقة السادسة,Nasr City,2025-01-22,2025-01-22,1,1745,99,1,2,4,124
2320,شريف جمال,1285979758,الميرغني,Heliopolis,2025-01-04,2025-03-28,2,1684,34,4,4,4,444
1953,محمد عبدالرحمن,1146463716,شارع الطيران,Nasr City,2025-02-27,2025-02-27,1,1195,63,2,2,3,223
3683,مصطفى منصور,1287555897,زايد 2,October,2025-01-01,2025-01-01,1,890,120,1,2,2,122
1767,سيف عبدالرحمن,1244702256,شارع الطيران,Nasr City,2025-01-18,2025-04-04,2,871,27,4,4,2,442
1368,يوسف منصور,1292824988,المنطقة السادسة,Nasr City,2025-02-16,2025-02-16,1,417,74,2,2,1,221
3187,محمود سيد,1092324101,هليوبوليس سكوير,Heliopolis,2025-04-19,2025-04-19,1,375,12,5,2,1,521
2112,عبدالله الصاوي,1078217454,هليوبوليس سكوير,Heliopolis,2025-01-07,2025-02-25,3,2434,65,2,5,5,255
4397,مصطفى فتحي,1143827928,كمبوند بيفرلي هيلز,Zayed,2025-01-21,2025-05-01,2,1636,0,5,4,4,544
3221,يوسف عبدالله,1128148784,زهراء المعادي,Maadi,2025-05-01,2025-05-01,1,441,0,5,2,1,521
3861,كريم فتحي,1164451100,الحي الثالث,Zayed,2025-04-16,2025-04-16,1,877,15,5,2,2,522
3312,سامي حسن,1171055011,الحي الرابع,Zayed,2025-01-17,2025-01-17,1,1008,104,1,2,3,123
2842,مصطفى الشاذلي,1147449379,مكرم عبيد,Nasr City,2025-04-12,2025-04-12,1,425,19,4,2,1,421
2321,حسين فتحي,1268453175,شارع 9,Maadi,2025-02-28,2025-02-28,1,1418,62,2,2,4,224
4210,شريف عبدالرحمن,1144585351,روكسي,Heliopolis,2025-03-13,2025-03-13,1,1051,49,3,2,3,323
4652,زياد سيد,1196251820,الميرغني,Heliopolis,2025-03-31,2025-03-31,1,1078,31,4,2,3,423
1800,كريم الشريف,1289674927,الميرغني,Heliopolis,2025-02-21,2025-02-21,1,600,69,2,2,1,221
3282,رامي عادل,1152153829,الحي الخامس,October,2025-02-01,2025-02-01,1,721,89,1,2,2,122
4193,سيف حسن,1065835414,المنطقة السادسة,Nasr City,2025-02-01,2025-03-26,2,1854,36,3,4,4,344
2046,حسين عادل,1228861154,كورنيش المعادي,Maadi,2025-03-30,2025-03-30,1,429,32,4,2,1,421
3279,خالد عادل,1164826861,زايد 2,October,2025-04-13,2025-04-13,1,716,18,4,2,2,422
2487,حسين الهواري,1116431908,الحي الثالث,Zayed,2025-02-04,2025-02-04,1,430,86,1,2,1,121
4683,حمزة فتحي,1231608225,شارع الطيران,Nasr City,2025-02-26,2025-03-06,2,1092,56,3,4,3,343
3628,محمود الشمري,1284862442,هليوبوليس سكوير,Heliopolis,2025-04-07,2025-04-07,1,1050,24,4,2,3,423
2037,حمزة عبدالله,1012634643,المعادي الجديدة,Maadi,2025-02-26,2025-02-26,1,1650,64,2,2,4,224
2475,وليد الشريف,1060177002,شارع الطيران,Nasr City,2025-03-14,2025-03-14,1,1158,48,3,2,3,323
1312,أحمد الشريف,1143870902,شارع 9,Maadi,2025-04-05,2025-04-05,1,1320,26,4,2,4,424
3621,حمزة الشاذلي,1011414249,روكسي,Heliopolis,2025-01-17,2025-03-03,2,1222,59,2,4,3,243
4772,سامي الشمري,1222303040,النزهة,Heliopolis,2025-03-09,2025-04-15,2,1183,16,4,4,3,443
3566,عبدالله عبدالسلام,1025181846,الحي السابع,October,2025-02-18,2025-02-18,1,531,72,2,2,1,221
2580,عبدالله الصاوي,1232590637,شارع الطيران,Nasr City,2025-03-31,2025-03-31,1,902,31,4,2,2,422
1440,وليد سيد,1074181621,كورنيش المعادي,Maadi,2025-01-02,2025-04-10,2,1639,21,4,4,4,444
1766,كريم سيد,1071905562,شارع الطيران,Nasr City,2025-04-08,2025-04-08,1,586,23,4,2,1,421
1246,رامي عبدالرحمن,1113357334,شارع 9,Maadi,2025-01-15,2025-01-15,1,1252,106,1,2,3,123
3533,يوسف حسن,1254496417,هليوبوليس سكوير,Heliopolis,2025-01-09,2025-04-19,2,1633,12,5,4,4,544
2139,ياسين منصور,1024426558,عباس العقاد,Nasr City,2025-02-06,2025-02-06,1,950,84,2,2,3,223
1694,طارق الشريف,1060171194,هليوبوليس سكوير,Heliopolis,2025-01-03,2025-01-29,2,2489,92,1,4,5,145
4030,وليد النجار,1155416440,كمبوند بيفرلي هيلز,Zayed,2025-04-29,2025-04-29,1,1162,2,5,2,3,523
3876,عمر حسن,1196584458,المعادي الجديدة,Maadi,2025-01-15,2025-04-25,2,1329,6,5,4,4,544
3354,كريم النجار,1249757264,الحي الثالث,Zayed,2025-03-05,2025-03-27,2,1591,35,3,4,4,344
2921,شريف النجار,1287034202,المنطقة السادسة,Nasr City,2025-02-25,2025-02-25,1,916,65,2,2,3,223
3049,خالد فتحي,1218755265,مكرم عبيد,Nasr City,2025-01-08,2025-01-08,1,1102,113,1,2,3,123
2201,محمود حسن,1235070049,زايد 2,October,2025-02-14,2025-02-14,1,832,76,2,2,2,222
3625,وليد سالم,1245959297,الحي الثالث,Zayed,2025-01-21,2025-01-21,1,517,100,1,2,1,121
4773,سامي جمال,1186327430,روكسي,Heliopolis,2025-04-25,2025-04-25,1,390,6,5,2,1,521
3979,عبدالله منصور,1294824080,الحي الرابع,Zayed,2025-03-13,2025-03-13,1,310,49,3,2,1,321
2627,سامي الهواري,1182829070,الحي السابع,October,2025-01-27,2025-01-27,1,245,94,1,2,1,121
2390,إبراهيم الشاذلي,1247856175,الحي السابع,October,2025-03-27,2025-03-27,1,902,35,3,2,2,322
2924,عمر حسن,1283020667,النزهة,Heliopolis,2025-01-20,2025-04-05,3,1317,26,4,5,4,454
4566,سيف الشاذلي,1038116682,هليوبوليس سكوير,Heliopolis,2025-02-21,2025-04-12,4,4017,19,4,5,5,455
2279,حسين سالم,1223301069,المعادي الجديدة,Maadi,2025-01-07,2025-04-05,3,2314,26,4,5,5,455
3152,سيف الهواري,1247734358,هليوبوليس سكوير,Heliopolis,2025-01-28,2025-03-27,3,2090,35,3,5,5,355
1168,يوسف الشاذلي,1243468834,هليوبوليس سكوير,Heliopolis,2025-02-08,2025-03-30,2,960,32,4,4,3,443
1250,إبراهيم الهواري,1143048096,المعادي الجديدة,Maadi,2025-04-13,2025-04-13,1,975,18,4,2,3,423
2718,رامي الشمري,1069935006,المعادي الجديدة,Maadi,2025-02-08,2025-02-08,1,726,82,2,2,2,222
3213,شريف عبدالسلام,1171208612,الحي الخامس,October,2025-04-27,2025-04-27,1,1367,4,5,2,4,524
4207,حسين حسن,1251910748,هليوبوليس سكوير,Heliopolis,2025-03-05,2025-03-05,1,802,57,3,2,2,322
2355,ياسين الشاذلي,1118110163,الحي الثالث,Zayed,2025-02-14,2025-02-14,1,700,76,2,2,2,222
2275,عبدالله حسن,1228784105,شارع الطيران,Nasr City,2025-02-24,2025-04-06,3,2673,25,4,5,5,455
1567,حمزة النجار,1017173330,الميرغني,Heliopolis,2025-01-03,2025-04-20,4,2723,11,5,5,5,555
2252,حمزة عبدالله,1199594472,ميدان الحصري,October,2025-03-09,2025-04-18,3,2681,13,5,5,5,555
1219,خالد عادل,1056234397,الميرغني,Heliopolis,2025-02-22,2025-03-16,2,877,46,3,4,2,342
3199,شريف عبدالرحمن,1019762080,شارع 9,Maadi,2025-03-11,2025-03-11,1,1337,51,3,2,4,324
3559,ياسين عبدالرحمن,1233585198,النزهة,Heliopolis,2025-01-08,2025-03-28,3,2555,34,4,5,5,455
2849,وليد حجازي,1269924042,الميرغني,Heliopolis,2025-02-08,2025-02-08,1,726,82,2,2,2,222
2998,مصطفى سيد,1226196506,المعادي الجديدة,Maadi,2025-04-18,2025-04-18,1,892,13,5,2,2,522
2386,ياسين فتحي,1265741930,ميدان الحصري,October,2025-03-29,2025-03-29,1,931,33,4,2,3,423
4651,مصطفى سالم,1254444184,ميدان الحصري,October,2025-03-13,2025-03-13,1,610,49,3,2,1,321
1769,كريم عادل,1097161773,روكسي,Heliopolis,2025-02-12,2025-02-12,1,925,78,2,2,3,223
3486,محمود عطية,1296721348,الحي الثالث,Zayed,2025-02-02,2025-02-17,3,3658,73,2,5,5,255
4700,مصطفى النجار,1086420234,الميرغني,Heliopolis,2025-04-01,2025-04-01,1,1802,30,4,2,4,424
4087,محمود فتحي,1192058841,هليوبوليس سكوير,Heliopolis,2025-01-03,2025-03-03,2,2019,59,2,4,5,245
2728,أحمد سالم,1249934591,مكرم عبيد,Nasr City,2025-04-04,2025-04-04,1,306,27,4,2,1,421
3401,يوسف عبدالسلام,1011613232,الميرغني,Heliopolis,2025-02-06,2025-02-06,1,1208,84,2,2,3,223
1711,حمزة عطية,1129567139,زهراء المعادي,Maadi,2025-02-23,2025-03-10,2,2664,52,3,4,5,345
3008,سامي الشاذلي,1023878871,الحي الرابع,Zayed,2025-04-05,2025-04-05,1,771,26,4,2,2,422
4223,يوسف النجار,1158510985,كورنيش المعادي,Maadi,2025-01-17,2025-01-17,1,1084,104,1,2,3,123
4510,سامي الشمري,1243635446,هليوبوليس سكوير,Heliopolis,2025-03-29,2025-03-29,1,1550,33,4,2,4,424
3503,طارق عادل,1258244287,النزهة,Heliopolis,2025-03-07,2025-03-29,2,1769,33,4,4,4,444
3592,حمزة عادل,1153916148,الحي الثالث,Zayed,2025-01-28,2025-01-28,1,825,93,1,2,2,122
4331,رامي سالم,1145007725,شارع الطيران,Nasr City,2025-02-13,2025-02-13,1,738,77,2,2,2,222
1515,زياد الشاذلي,1131159461,عباس العقاد,Nasr City,2025-02-28,2025-02-28,1,1140,62,2,2,3,223
2456,عبدالله عبدالسلام,1094935156,الحي الخامس,October,2025-01-10,2025-01-10,1,797,111,1,2,2,122
4505,خالد فتحي,1234935957,زايد 2,October,2025-02-09,2025-02-09,1,1542,81,2,2,4,224
4762,طارق حجازي,1124379048,المعادي الجديدة,Maadi,2025-01-10,2025-01-10,1,1879,111,1,2,5,125
3856,عمر حجازي,1098271438,المنطقة السادسة,Nasr City,2025-04-19,2025-04-19,1,1048,12,5,2,3,523
4929,سامي فتحي,1149947375,زايد 2,October,2025-03-31,2025-04-13,2,1136,18,4,4,3,443
2678,محمد الشريف,1194592338,المعادي الجديدة,Maadi,2025-03-27,2025-03-27,1,502,35,3,2,1,321
4491,عبدالله سيد,1210711396,هليوبوليس سكوير,Heliopolis,2025-02-24,2025-02-24,1,211,66,2,2,1,221
1915,مصطفى الشاذلي,1250253825,روكسي,Heliopolis,2025-01-29,2025-03-24,2,1452,38,3,4,4,344
1139,حمزة الهواري,1290293670,هليوبوليس سكوير,Heliopolis,2025-03-04,2025-03-04,1,711,58,3,2,2,322
2029,سامي منصور,1260433993,شارع 9,Maadi,2025-01-10,2025-04-25,2,2780,6,5,4,5,545
1559,عبدالله عبدالرحمن,1046732658,عباس العقاد,Nasr City,2025-01-28,2025-01-28,1,514,93,1,2,1,121
2846,وليد سيد,1273714763,عباس العقاد,Nasr City,2025-01-08,2025-01-08,1,641,113,1,2,2,122
3983,إبراهيم فتحي,1056586852,هليوبوليس سكوير,Heliopolis,2025-01-01,2025-03-22,2,2881,40,3,4,5,345
1862,كريم الشمري,1249975603,شارع الطيران,Nasr City,2025-02-05,2025-02-05,1,688,85,2,2,2,222
4928,مصطفى النجار,1035166326,كورنيش المعادي,Maadi,2025-01-14,2025-01-14,1,1415,107,1,2,4,124
1424,طارق عبدالله,1123857629,عباس العقاد,Nasr City,2025-03-22,2025-03-22,1,1240,40,3,2,3,323
4382,طارق عطية,1280203823,زهراء المعادي,Maadi,2025-02-05,2025-02-06,2,2808,84,2,4,5,245
2011,شريف حسن,1263969089,المعادي الجديدة,Maadi,2025-04-08,2025-04-08,1,1055,23,4,2,3,423
3310,محمد الشريف,1117379629,زهراء المعادي,Maadi,2025-01-03,2025-01-03,1,1813,118,1,2,4,124
3162,ياسين الشريف,1129450236,شارع الطيران,Nasr City,2025-01-25,2025-01-25,1,271,96,1,2,1,121
2932,محمود الشريف,1211198019,مكرم عبيد,Nasr City,2025-01-22,2025-02-17,2,1490,73,2,4,4,244
1914,حمزة عبدالسلام,1150841578,كورنيش المعادي,Maadi,2025-01-12,2025-01-16,2,992,105,1,4,3,143
3020,رامي جمال,1094064316,روكسي,Heliopolis,2025-02-21,2025-02-21,1,477,69,2,2,1,221
2309,شريف جمال,1299786824,روكسي,Heliopolis,2025-03-09,2025-03-09,1,511,53,3,2,1,321
2548,رامي سيد,1066962560,شارع الطيران,Nasr City,2025-02-23,2025-02-23,1,600,67,2,2,1,221
4111,سامي حجازي,1083432644,الحي الثالث,Zayed,2025-01-22,2025-01-22,1,851,99,1,2,2,122
2154,حسين عطية,1189990695,روكسي,Heliopolis,2025-01-13,2025-01-25,2,1957,96,1,4,5,145
2459,إبراهيم الشريف,1072460936,هليوبوليس سكوير,Heliopolis,2025-01-30,2025-01-30,1,1130,91,1,2,3,123
3681,وليد عبدالسلام,1225086247,الحي الثالث,Zayed,2025-01-12,2025-04-26,3,2051,5,5,5,5,555
4658,مصطفى الصاوي,1161008032,شارع 9,Maadi,2025-02-25,2025-04-21,2,1270,10,5,5,3,553
4014,حسين الشاذلي,1031181112,المعادي الجديدة,Maadi,2025-01-24,2025-02-24,2,2003,66,2,5,5,255
1037,سيف حسن,1248843516,زايد 2,October,2025-04-07,2025-04-07,1,838,24,4,2,2,422
2851,محمود النجار,1172040483,الحي الرابع,Zayed,2025-02-05,2025-02-05,1,1300,85,2,2,4,224
3193,محمود حجازي,1119750484,هليوبوليس سكوير,Heliopolis,2025-02-21,2025-03-23,2,1423,39,3,5,4,354
2900,عمر حجازي,1044303504,زهراء المعادي,Maadi,2025-04-05,2025-04-05,1,645,26,4,2,2,422
4262,خالد عبدالله,1136854294,زهراء المعادي,Maadi,2025-04-04,2025-04-28,2,1381,3,5,5,4,554
4733,خالد الشاذلي,1098787915,مكرم عبيد,Nasr City,2025-02-24,2025-04-22,2,1175,9,5,5,3,553
1920,زياد الشريف,1278535354,الميرغني,Heliopolis,2025-02-14,2025-02-14,1,524,76,2,2,1,221
3735,محمود جمال,1175199898,الحي الأول,Zayed,2025-01-25,2025-03-17,2,1622,45,3,5,4,354
1244,أحمد حجازي,1142811999,الحي الثالث,Zayed,2025-04-10,2025-04-10,1,840,21,4,2,2,422
2583,شريف عبدالسلام,1119061519,هليوبوليس سكوير,Heliopolis,2025-02-08,2025-02-08,1,1045,82,2,2,3,223
4489,إبراهيم جمال,1162066045,شارع الطيران,Nasr City,2025-02-01,2025-02-01,1,519,89,1,2,1,121
1201,محمد عبدالله,1233231291,زايد 2,October,2025-01-28,2025-02-09,2,917,81,2,5,3,253
2590,طارق عبدالرحمن,1141100760,شارع الطيران,Nasr City,2025-04-02,2025-04-02,1,307,29,4,2,1,421
3520,زياد الشريف,1252849061,الميرغني,Heliopolis,2025-02-12,2025-02-12,1,277,78,2,2,1,221
2278,يوسف عبدالله,1083876934,الحي الخامس,October,2025-01-01,2025-01-01,1,1948,120,1,2,5,125
1748,سامي الهواري,1023808586,مكرم عبيد,Nasr City,2025-03-26,2025-03-26,1,1055,36,3,2,3,323
3093,حمزة عبدالسلام,1057036738,شارع 9,Maadi,2025-02-12,2025-04-11,2,1141,20,4,5,3,453
2705,محمود النجار,1285290822,عباس العقاد,Nasr City,2025-01-10,2025-01-10,1,1054,111,1,2,3,123
1229,سيف حسن,1031366416,الحي الثالث,Zayed,2025-02-25,2025-02-25,1,1244,65,2,2,3,223
3708,طارق الشاذلي,1218639382,المعادي الجديدة,Maadi,2025-01-22,2025-01-22,1,1015,99,1,2,3,123
1958,شريف حسن,1136209209,الحي الثالث,Zayed,2025-03-11,2025-03-11,1,692,51,3,2,2,322
2461,عمر منصور,1170270315,الحي الرابع,Zayed,2025-03-15,2025-03-20,2,1790,42,3,5,4,354
4460,حمزة عبدالله,1250709953,شارع الطيران,Nasr City,2025-01-18,2025-01-18,1,489,103,1,2,1,121
4109,وليد عبدالرحمن,1227484992,الحي الأول,Zayed,2025-04-19,2025-04-19,1,727,12,5,2,2,522
2453,يوسف الشاذلي,1179926252,هليوبوليس سكوير,Heliopolis,2025-03-03,2025-03-03,1,1497,59,2,2,4,224
3141,سيف الشريف,1189572046,مكرم عبيد,Nasr City,2025-01-29,2025-01-29,1,980,92,1,2,3,123
3419,عبدالله الشمري,1072315300,شارع 9,Maadi,2025-04-17,2025-04-30,2,925,1,5,5,3,553
4839,محمود فتحي,1197655373,الحي الأول,Zayed,2025-04-07,2025-04-07,1,561,24,4,2,1,421
4732,عبدالله منصور,1252233469,زايد 2,October,2025-03-13,2025-04-12,2,1773,19,4,5,4,454
4089,زياد الهواري,1043023520,هليوبوليس سكوير,Heliopolis,2025-01-26,2025-04-30,2,776,1,5,5,2,552
3225,مصطفى عبدالرحمن,1236956861,شارع الطيران,Nasr City,2025-03-13,2025-03-13,1,1027,49,3,2,3,323
4879,مصطفى الشريف,1084123896,كمبوند بيفرلي هيلز,Zayed,2025-03-13,2025-03-13,1,597,49,3,2,1,321
4917,مصطفى حجازي,1117095213,كورنيش المعادي,Maadi,2025-01-02,2025-01-02,1,663,119,1,2,2,122
1171,عبدالله حسن,1068977875,روكسي,Heliopolis,2025-04-23,2025-04-23,1,260,8,5,2,1,521
3002,محمود جمال,1131886695,زايد 2,October,2025-03-21,2025-03-21,1,945,41,3,2,3,323
1151,خالد النجار,1067446653,النزهة,Heliopolis,2025-02-27,2025-02-27,1,1945,63,2,2,5,225
4778,يوسف عبدالله,1282995201,النزهة,Heliopolis,2025-03-16,2025-03-29,2,1465,33,4,5,4,454
2758,يوسف عطية,1131775731,كمبوند بيفرلي هيلز,Zayed,2025-03-05,2025-04-06,2,2274,25,4,5,5,455
4284,خالد سيد,1195840355,هليوبوليس سكوير,Heliopolis,2025-02-28,2025-02-28,1,512,62,2,2,1,221
1486,إبراهيم جمال,1294274703,شارع الطيران,Nasr City,2025-04-08,2025-04-08,1,975,23,4,2,3,423
4853,ياسين فتحي,1214526430,شارع الطيران,Nasr City,2025-04-30,2025-04-30,1,805,1,5,2,2,522
1680,طارق الشاذلي,1092128329,عباس العقاد,Nasr City,2025-04-18,2025-04-18,1,1281,13,5,2,3,523
4601,سامي عبدالسلام,1234159271,الحي السابع,October,2025-01-09,2025-01-09,1,910,112,1,2,3,123
4188,ياسين الهواري,1265088101,ميدان الحصري,October,2025-02-11,2025-03-28,2,1782,34,4,5,4,454
2509,محمد الهواري,1113430016,كمبوند بيفرلي هيلز,Zayed,2025-03-09,2025-03-09,1,767,53,3,2,2,322
1722,محمود الهواري,1155197764,زهراء المعادي,Maadi,2025-03-09,2025-03-09,1,1108,53,3,2,3,323
4425,إبراهيم سالم,1056474951,كورنيش المعادي,Maadi,2025-02-04,2025-04-26,2,1063,5,5,5,3,553
